exercise_name,educational_list,parser_list
py_three_boolean,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, IfElseChecking, ManagingVariable, Printing, Python, TransformingToIntType]","[=, ==, AssignmentStatement, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IntegerLiteral, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, input(), int(), or, print()]"
py_three_boolean2,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, IfElseChecking, ManagingVariable, Printing, Python, TransformingToIntType, UpdatingVariable]","[=, ==, AssignmentStatement, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IntegerLiteral, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, and, input(), int(), not, print()]"
py_three_boolean3,"[AssigningVariable, BooleanEvaluating, CallingStandardFunction, CheckingCondition, HandlingInput, HandlingInteger, HandlingStandardFunction, IfChecking, IfElseChecking, ManagingVariable, Printing, Python, TransformingToIntType, UpdatingVariable]","[=, ==, AssignmentStatement, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IntegerLiteral, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, and, input(), int(), print()]"
py_time_conversion,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingString, Division, FindRemainder, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, HandlingString, ManagingVariable, Printing, Python, TransformingToIntType]","[//, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, Modulus, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, input(), int(), print()]"
py_tv2,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, Concatenation, CreatingObject, DefiningClass, DefiningOOPMethod, DefiningStandardFunction, HandlingFunction, HandlingObjectOrientedProgramming, HandlingStandardFunction, IfChecking, ManagingVariable, Printing, Python, Substraction, UpdatingVariable]","[+, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ClassDefinition, ClassMethod, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfStatement, IntegerLiteral, JumpStatement, Larger, LargerOrEqual, Less, LessOrEqual, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, StringLiteral, __init()__, and, print(), str()]"
py_vending_machine,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, Division, FindRemainder, HandlingFunction, HandlingInput, HandlingInteger, ManagingVariable, Multiplication, Printing, Python, Substraction, TransformingToIntType, UpdatingVariable]","[*, -, //, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, Modulus, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, input(), int(), print()]"
py_vending_machine2,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingString, FindRemainder, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, HandlingString, ManagingVariable, Multiplication, Printing, Python, Substraction, TransformingToIntType, UpdatingVariable]","[*, -, //, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, Modulus, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, input(), int(), print()]"
py_win_percentage,"[ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, Division, HandlingFloat, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, TransformingToFloatType, TransformingToIntType, UpdatingVariable]","[/, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ExpressionStatement, FunctionCall, IntegerLiteral, IterationStatement, Larger, Less, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, input(), int(), or, print()]"
py_win_percentage_input,"[ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CreatingString, Division, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, HandlingString, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, TransformingToIntType, UpdatingVariable]","[/, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ExpressionStatement, FunctionCall, IntegerLiteral, IterationStatement, Larger, Less, LessOrEqual, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, input(), int(), or, print()]"
py_win_percentage_won_equal,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CreatingString, Division, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, HandlingString, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, TransformingToIntType, UpdatingVariable]","[+, /, //, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ExpressionStatement, FunctionCall, IntegerLiteral, IterationStatement, Larger, Less, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, input(), int(), or, print()]"
py_work_hours,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, ClosingFile, CreatingList, CreatingString, DefiningStandardFunction, FindingLength, ForLoopWith+=, ForLoopWithListIndexing, ForLoopWithUpdate, HandlingError, HandlingFile, HandlingFloat, HandlingFunction, HandlingInput, HandlingList, HandlingObjectOrientedProgramming, HandlingSpecificError, HandlingStandardFunction, HandlingString, HandlingTuple, IndexingList, IndexingString, IndexingTuple, ManagingVariable, NestedForLoopIteration, NestedLoopIteration, OpeningFile, Printing, Python, ReadingLine, SplittingString, TransformingToFloatType, TransformingToStringType, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FileMethod, FileNotFoundError, FloatLiteral, ForStatement, FunctionCall, FunctionDefinition, IOError, IndexingExpression, IntegerLiteral, IterationStatement, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, SubscriptExpression, TryStatement, ValueError, close(), float(), input(), len(), open(), print(), range(), split(), str()]"
py_work_hours2,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, ClosingFile, Concatenation, CreatingList, CreatingString, DefiningStandardFunction, FindingLength, ForLoopWith+=, ForLoopWithListIndexing, ForLoopWithUpdate, HandlingError, HandlingFile, HandlingFloat, HandlingFunction, HandlingFunctionCallingFunction, HandlingInput, HandlingInteger, HandlingList, HandlingObjectOrientedProgramming, HandlingSpecificError, HandlingStandardFunction, HandlingString, HandlingTuple, IndexingList, IndexingString, IndexingTuple, ManagingVariable, NestedFunctionCall, NonNestedIteration, OpeningFile, Printing, Python, ReadingLine, SingleForLoopIteration, SlicingList, SlicingTuple, SplittingString, TransformingToFloatType, TransformingToIntType, TransformingToStringType, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FileMethod, FileNotFoundError, FloatLiteral, ForStatement, FunctionCall, FunctionDefinition, IOError, IndexingExpression, IntegerLiteral, IterationStatement, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, SubscriptExpression, TryStatement, ValueError, close(), float(), input(), int(), len(), open(), print(), range(), split(), str()]"
py_write_squares_odd,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, HandlingFunction, HandlingStandardFunction, ManagingVariable, Multiplication, NonNestedIteration, Printing, Python, SingleForLoopIteration]","[*, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, ForStatement, FunctionCall, IntegerLiteral, IterationStatement, Literal, MembershipOperator, NumericLiteral, Statement, StringLiteral, in, print(), range()]"
py_write_squares_range,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, HandlingFunction, HandlingStandardFunction, ManagingVariable, Multiplication, NonNestedIteration, Printing, Python, SingleForLoopIteration]","[*, =, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, ForStatement, FunctionCall, IntegerLiteral, IterationStatement, Literal, MembershipOperator, NumericLiteral, Operator, Statement, StringLiteral, in, print(), range()]"
q_py_topic_dictionary:q_py_dict_access1,"[AccessingDictionary, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingDictionary, HandlingDictionary, HandlingFunction, HandlingStandardFunction, IndexingDictionary, ManagingVariable, Printing, Python]","[=, AssignmentStatement, BuiltInFunction, Call, DictLiteral, DictionaryMethod, ExpressionStatement, FunctionCall, IndexingExpression, IntegerLiteral, Literal, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, SubscriptExpression, get(), print()]"
q_py_topic_dictionary:q_py_dict_access2,"[AccessingDictionary, AddingItemToDictionary, Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingDictionary, FindingLength, HandlingDictionary, HandlingFunction, HandlingStandardFunction, IndexingDictionary, ManagingVariable, Printing, Python, ReplacingDictionaryElement, Substraction, UpdatingVariable]","[+, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, DictLiteral, ExpressionStatement, FunctionCall, IndexingExpression, IntegerLiteral, Literal, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, SubscriptExpression, len(), print()]"
q_py_topic_exceptions:q_py_exception_assertion,"[Addition, ArithmeticOperation, AssertChecking, AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CheckingCondition, CreatingList, ForLoopWith+=, ForLoopWithUpdate, HandlingError, HandlingFunction, HandlingList, HandlingObjectOrientedProgramming, HandlingSpecificError, IndexingList, ManagingVariable, Printing, Python, UpdatingVariable]","[=, AssertStatement, AssertionError, AssignmentStatement, AugmentedAssignmentStatement, BooleanExpression, BuiltInFunction, Call, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, ForStatement, FunctionCall, FunctionDefinition, IntegerLiteral, IterationStatement, ListLiteral, ListMethod, Literal, LiteralCollection, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, TryStatement, append(), print()]"
q_py_topic_exceptions:q_py_exceptions_addarr,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingList, CreatingString, DefiningStandardFunction, Division, ForLoopWith+=, ForLoopWithUpdate, HandlingError, HandlingFunction, HandlingList, HandlingSpecificError, HandlingStandardFunction, HandlingString, ManagingVariable, NonNestedIteration, Printing, Python, SingleForLoopIteration, UpdatingVariable]","[+, //, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, ForStatement, FunctionCall, FunctionDefinition, IntegerLiteral, IterationStatement, JumpStatement, ListLiteral, Literal, LiteralCollection, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, StringLiteral, TryStatement, TypeError, len(), print()]"
q_py_topic_exceptions:q_py_list_except1,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingTuple, ForLoopWith+=, ForLoopWithListIndexing, ForLoopWithUpdate, HandlingError, HandlingFunction, HandlingGeneralError, HandlingStandardFunction, HandlingString, HandlingTuple, IndexingString, IndexingTuple, ManagingVariable, NonNestedIteration, Printing, Python, SingleForLoopIteration, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BuiltInFunction, Call, Error, ExceptionHandlingStatement, ExpressionStatement, ForStatement, FunctionCall, IndexError, IndexingExpression, IntegerLiteral, IterationStatement, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, SubscriptExpression, TryStatement, TupleLiteral, print(), range()]"
q_py_topic_exceptions:q_py_value_except1,"[AssigningVariable, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingStandardFunction, CreatingList, HandlingError, HandlingFunction, HandlingFunctionCallingFunction, HandlingInteger, HandlingList, HandlingSpecificError, HandlingStandardFunction, HandlingString, IndexingList, IndexingString, ManagingVariable, Printing, Python, TransformingToIntType]","[=, AssignmentStatement, BuiltInFunction, Call, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IndexingExpression, IntegerLiteral, ListLiteral, Literal, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, SubscriptExpression, TryStatement, ValueError, int(), print()]"
q_py_topic_file_processing:q_py_file1,"[AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, CreatingObject, HandlingFile, HandlingFunction, HandlingInput, HandlingObjectOrientedProgramming, HandlingStandardFunction, Importing, ManagingVariable, OpeningFile, Printing, Python, ReadingLine]","[=, AssignmentStatement, BuiltInFunction, Call, ExpressionStatement, FileMethod, FunctionCall, Import, ImportStatement, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, open(), print(), read()]"
q_py_topic_functions:q_py_fun_car1,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, FindMinimum, HandlingFunction, ManagingVariable, Printing, Python, Substraction, UpdatingVariable]","[+, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IntegerLiteral, JumpStatement, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, min(), print()]"
q_py_topic_functions:q_py_fun_car2,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, DefiningStandardFunction, FindMinimum, HandlingFunction, HandlingStandardFunction, IfElseChecking, ManagingVariable, Printing, Python, Substraction, UpdatingVariable]","[+, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfElseStatement, IntegerLiteral, JumpStatement, Less, LogicalExpression, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, min(), print()]"
q_py_topic_if_statement:q_py_if_elif1,"[ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, FindRemainder, HandlingFunction, HandlingStandardFunction, IfElifChecking, IfElifElseChecking, ManagingVariable, Printing, Python]","[-, =, ==, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElifElseStatement, IntegerLiteral, Literal, LogicalExpression, Modulus, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, UnaryOperation, print()]"
q_py_topic_if_statement:q_py_nested_if1,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CreatingTuple, HandlingFunction, HandlingStandardFunction, HandlingTuple, IfElseChecking, ManagingVariable, NestedIfChecking, Printing, Python]","[=, ArithmeticExpression, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IfStatement, IntegerLiteral, Larger, Less, LiteralCollection, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, TupleLiteral, print()]"
q_py_topic_if_statement:q_py_nested_if_elif1,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, FindMaximum, FindRemainder, HandlingFunction, HandlingStandardFunction, IfElseChecking, ManagingVariable, NestedIfChecking, Printing, Python]","[=, ==, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IfStatement, IntegerLiteral, LargerOrEqual, Literal, LogicalExpression, Modulus, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
q_py_topic_if_statement:q_py_nested_if_elif2,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, HandlingFunction, HandlingStandardFunction, IfChecking, IfElifElseChecking, IfElseChecking, ManagingVariable, NestedIfChecking, Printing, Python]","[+, =, ==, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElifElseStatement, IfStatement, IntegerLiteral, Larger, Literal, LogicalExpression, LogicalOperator, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, and, or, print()]"
q_py_topic_lists:q_py_add_two_lists1,"[AddingListElement, AddingListElementWithAppend, Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, Concatenation, CreatingList, FindingLength, ForLoopWithListIndexing, ForLoopWithUpdate, HandlingFunction, HandlingList, HandlingObjectOrientedProgramming, HandlingStandardFunction, HandlingString, IndexingList, IndexingString, ManagingVariable, NestedFunctionCall, Printing, Python, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, ForStatement, FunctionCall, IndexingExpression, IntegerLiteral, IterationStatement, ListLiteral, ListMethod, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, SubscriptExpression, append(), len(), print(), range()]"
q_py_topic_lists:q_py_list_access1,"[AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingList, HandlingFunction, HandlingList, HandlingStandardFunction, IndexingList, ManagingVariable, Printing, Python, ReplacingListElement, UpdatingVariable]","[=, AssignmentStatement, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IndexingExpression, IntegerLiteral, ListLiteral, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, SubscriptExpression, print()]"
q_py_topic_lists:q_py_list_access2,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingList, FindingLength, ForLoopWith*=, ForLoopWithListIndexing, ForLoopWithUpdate, HandlingFunction, HandlingList, HandlingStandardFunction, HandlingString, IndexingList, IndexingString, ManagingVariable, Multiplication, NestedFunctionCall, NonNestedIteration, Printing, Python, ReplacingListElement, SingleForLoopIteration, UpdatingVariable]","[*, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, ForStatement, FunctionCall, IndexingExpression, IntegerLiteral, IterationStatement, ListLiteral, LiteralCollection, MembershipOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, SubscriptExpression, in, len(), print(), range()]"
q_py_topic_lists:q_py_list_append1,"[AddingListElement, AddingListElementWithAppend, Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, CreatingList, FindingLength, ForLoopWith+=, ForLoopWithUpdate, HandlingFunction, HandlingList, HandlingObjectOrientedProgramming, HandlingStandardFunction, HandlingString, IndexingList, IndexingString, ManagingVariable, Printing, Python, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, ForStatement, FunctionCall, IndexingExpression, IntegerLiteral, IterationStatement, ListLiteral, ListMethod, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, SubscriptExpression, append(), len(), print(), range()]"
q_py_topic_lists:q_py_list_remove1,"[AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingList, DeletingListElement, HandlingFunction, HandlingList, HandlingStandardFunction, ManagingVariable, Printing, Python, UpdatingVariable]","[-, =, ArtithmeticOperator, AssignmentStatement, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IndexingExpression, IntegerLiteral, ListLiteral, ListMethod, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, SubscriptExpression, pop(), print()]"
q_py_topic_logical_operators:q_py_account_logic1,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CheckingCondition, ManagingVariable, Substraction, UpdatingVariable]","[+, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, ComparisonExpression, ComparisonOperator, ExpressionStatement, IntegerLiteral, Larger, LargerOrEqual, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, or]"
q_py_topic_logical_operators:q_py_comparison_logic1,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, HandlingFunction, HandlingStandardFunction, ManagingVariable, Printing, Python]","[=, AssignmentStatement, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ExpressionStatement, FunctionCall, IntegerLiteral, Less, LogicalExpression, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, print()]"
q_py_topic_loops:q_py_for_loop1,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, HandlingFunction, HandlingStandardFunction, ManagingVariable, Printing, Python, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, ForStatement, FunctionCall, IntegerLiteral, IterationStatement, MembershipOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, in, print(), range()]"
q_py_topic_loops:q_py_nested_while1,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, HandlingFunction, ManagingVariable, NestedLoopIteration, NestedWhileLoopIteration, Printing, Python, UpdatingVariable, WhileLoopWith+=, WhileLoopWithUpdate]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ExpressionStatement, FunctionCall, IntegerLiteral, IterationStatement, Less, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, WhileStatement, print()]"
q_py_topic_loops:q_py_while_loop1,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, HandlingFunction, HandlingStandardFunction, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, UpdatingVariable, WhileLoopWith+=, WhileLoopWithUpdate]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, FunctionCall, IntegerLiteral, IterationStatement, Less, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, WhileStatement, print()]"
q_py_topic_loops:q_py_while_loop2,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, HandlingFunction, HandlingStandardFunction, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, UpdatingVariable, WhileLoopWith+=, WhileLoopWithUpdate]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ExpressionStatement, FunctionCall, IntegerLiteral, IterationStatement, Less, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, WhileStatement, print()]"
q_py_topic_output_formatting:q_py_output1,"[ArithmeticOperation, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, CreatingString, FormattingString, HandlingFunction, HandlingFunctionCallingFunction, HandlingObjectOrientedProgramming, HandlingStandardFunction, HandlingString, NestedFunctionCall, Printing, Python, Round]","[BuiltInFunction, Call, ExpressionStatement, FloatLiteral, FunctionCall, IndexingExpression, Literal, NumericLiteral, Statement, StringLiteral, StringMethod, SubscriptExpression, format(), print()]"
q_py_topic_output_formatting:q_py_output2,"[ArithmeticOperation, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, FormattingString, HandlingFunction, HandlingFunctionCallingFunction, HandlingObjectOrientedProgramming, HandlingStandardFunction, HandlingString, NestedFunctionCall, Printing, Python, Round]","[BuiltInFunction, Call, ExpressionStatement, FloatLiteral, FunctionCall, IndexingExpression, Literal, NumericLiteral, Statement, StringLiteral, StringMethod, SubscriptExpression, format(), print()]"
q_py_topic_output_formatting:q_py_output3,"[Addition, ArithmeticOperation, AssigningVariable, FormattingString, HandlingString, ManagingVariable, Multiplication, Printing, Python]","[*, +, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IndexingExpression, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, SubscriptExpression, UnaryOperation, format(), print()]"
q_py_topic_output_formatting:q_py_output4,"[CallingFunctionCallingFunction, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, FormattingString, HandlingFunction, HandlingFunctionCallingFunction, HandlingObjectOrientedProgramming, HandlingStandardFunction, HandlingString, NestedFunctionCall, Printing, Python]","[BuiltInFunction, Call, ExpressionStatement, FloatLiteral, FunctionCall, IndexingExpression, IntegerLiteral, Literal, NumericLiteral, Statement, StringLiteral, StringMethod, SubscriptExpression, float(), format(), int(), print(), str()]"
